
 
C1    N2    Elastic                                             
E/N (Td)	Rate coefficient (m3/s)
132.5	0.1545E-14
134.4	0.1600E-14
136.3	0.1656E-14
138.2	0.1712E-14
140.2	0.1769E-14
142.1	0.1826E-14
144.1	0.1884E-14
146.0	0.1941E-14
148.0	0.1999E-14
150.0	0.2059E-14
 
 
C41   O2    Excitation    9.97 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.2712E-28
17.11	0.7489E-28
17.78	0.1957E-27
18.46	0.4858E-27
19.15	0.1150E-26
19.85	0.4349E-26
20.57	0.9652E-26
21.30	0.2061E-25
22.05	0.4246E-25
22.81	0.8453E-25
23.58	0.1630E-24
24.36	0.3134E-24
25.16	0.5692E-24
25.97	0.1007E-23
26.80	0.1738E-23
27.64	0.2932E-23
28.49	0.4838E-23
29.36	0.7818E-23
30.23	0.1239E-22
31.13	0.1972E-22
32.03	0.3010E-22
32.95	0.4520E-22
33.89	0.6681E-22
34.83	0.9729E-22
35.79	0.1397E-21
36.77	0.1980E-21
37.75	0.2770E-21
38.75	0.3828E-21
39.77	0.5256E-21
40.79	0.7100E-21
41.83	0.9490E-21
42.89	0.1256E-20
43.95	0.1646E-20
45.03	0.2139E-20
46.13	0.2754E-20
47.23	0.3518E-20
48.36	0.4457E-20
49.49	0.5709E-20
50.64	0.7121E-20
51.80	0.8820E-20
52.97	0.1085E-19
54.16	0.1326E-19
55.36	0.1611E-19
56.58	0.1946E-19
57.81	0.2336E-19
59.05	0.2790E-19
60.30	0.3313E-19
61.57	0.3915E-19
62.85	0.4639E-19
64.15	0.5427E-19
65.46	0.6319E-19
66.78	0.7325E-19
68.11	0.8456E-19
69.46	0.9721E-19
70.83	0.1113E-18
72.20	0.1270E-18
73.59	0.1443E-18
74.99	0.1634E-18
76.41	0.1844E-18
77.84	0.2061E-18
79.28	0.2310E-18
80.74	0.2582E-18
82.21	0.2878E-18
83.69	0.3198E-18
85.19	0.3543E-18
86.70	0.3916E-18
88.22	0.4316E-18
89.76	0.4746E-18
91.31	0.5205E-18
92.87	0.5696E-18
94.45	0.6219E-18
96.04	0.6772E-18
97.64	0.7363E-18
99.26	0.7988E-18
100.9	0.8650E-18
102.5	0.9350E-18
104.2	0.1009E-17
105.9	0.1086E-17
107.6	0.1168E-17
109.2	0.1254E-17
111.0	0.1344E-17
112.7	0.1438E-17
114.4	0.1536E-17
116.2	0.1639E-17
117.9	0.1747E-17
119.7	0.1860E-17
121.5	0.1977E-17
123.3	0.2099E-17
125.1	0.2225E-17
127.0	0.2356E-17
128.8	0.2493E-17
130.7	0.2634E-17
132.5	0.2780E-17
134.4	0.2932E-17
136.3	0.3089E-17
138.2	0.3252E-17
140.2	0.3419E-17
142.1	0.3593E-17
144.1	0.3772E-17
146.0	0.3954E-17
148.0	0.4145E-17
150.0	0.4341E-17
 
 
C42   O2    Ionization    12.06 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.000
17.11	0.000
17.78	0.000
18.46	0.000
19.15	0.000
19.85	0.2043E-27
20.57	0.5278E-27
21.30	0.1300E-26
22.05	0.3060E-26
22.81	0.6908E-26
23.58	0.1499E-25
24.36	0.6144E-25
25.16	0.1275E-24
25.97	0.2560E-24
26.80	0.4987E-24
27.64	0.9443E-24
28.49	0.1740E-23
29.36	0.3127E-23
30.23	0.5484E-23
31.13	0.9686E-23
32.03	0.1624E-22
32.95	0.2668E-22
33.89	0.4302E-22
34.83	0.6811E-22
35.79	0.1060E-21
36.77	0.1623E-21
37.75	0.2448E-21
38.75	0.3637E-21
39.77	0.5360E-21
40.79	0.7745E-21
41.83	0.1105E-20
42.89	0.1558E-20
43.95	0.2171E-20
45.03	0.2992E-20
46.13	0.4081E-20
47.23	0.5512E-20
48.36	0.7372E-20
49.49	0.9961E-20
50.64	0.1307E-19
51.80	0.1702E-19
52.97	0.2197E-19
54.16	0.2815E-19
55.36	0.3580E-19
56.58	0.4521E-19
57.81	0.5668E-19
59.05	0.7061E-19
60.30	0.8740E-19
61.57	0.1075E-18
62.85	0.1325E-18
64.15	0.1611E-18
65.46	0.1947E-18
66.78	0.2342E-18
68.11	0.2801E-18
69.46	0.3335E-18
70.83	0.3951E-18
72.20	0.4659E-18
73.59	0.5471E-18
74.99	0.6396E-18
76.41	0.7447E-18
77.84	0.8584E-18
79.28	0.9917E-18
80.74	0.1141E-17
82.21	0.1309E-17
83.69	0.1496E-17
85.19	0.1704E-17
86.70	0.1935E-17
88.22	0.2190E-17
89.76	0.2471E-17
91.31	0.2780E-17
92.87	0.3119E-17
94.45	0.3490E-17
96.04	0.3894E-17
97.64	0.4334E-17
99.26	0.4813E-17
100.9	0.5331E-17
102.5	0.5892E-17
104.2	0.6497E-17
105.9	0.7150E-17
107.6	0.7851E-17
109.2	0.8604E-17
111.0	0.9411E-17
112.7	0.1027E-16
114.4	0.1120E-16
116.2	0.1218E-16
117.9	0.1323E-16
119.7	0.1435E-16
121.5	0.1553E-16
123.3	0.1679E-16
125.1	0.1812E-16
127.0	0.1953E-16
128.8	0.2101E-16
130.7	0.2258E-16
132.5	0.2424E-16
134.4	0.2598E-16
136.3	0.2782E-16
138.2	0.2975E-16
140.2	0.3178E-16
142.1	0.3390E-16
144.1	0.3613E-16
146.0	0.3846E-16
148.0	0.4090E-16
150.0	0.4346E-16
 
 
N2                                                              
E/N (Td)	Inelastic energy loss coefficient (eV m3/s)
1.000	0.1994E-17
1.007	0.2003E-17
1.027	0.2032E-17
1.060	0.2079E-17
1.107	0.2147E-17
1.168	0.2236E-17
1.242	0.2350E-17
1.329	0.2495E-17
1.430	0.2679E-17
1.544	0.2917E-17
1.671	0.3232E-17
1.812	0.3657E-17
1.966	0.4236E-17
2.134	0.5018E-17
2.315	0.6083E-17
2.510	0.7497E-17
2.718	0.9334E-17
2.940	0.1166E-16
3.174	0.1454E-16
3.423	0.1803E-16
3.685	0.2217E-16
3.960	0.2699E-16
4.248	0.3253E-16
4.550	0.3881E-16
4.866	0.4585E-16
5.195	0.5369E-16
5.537	0.6246E-16
5.893	0.7198E-16
6.262	0.8239E-16
6.644	0.9373E-16
7.040	0.1060E-15
7.450	0.1194E-15
7.872	0.1338E-15
8.309	0.1493E-15
8.758	0.1659E-15
9.221	0.1838E-15
9.698	0.2028E-15
10.19	0.2233E-15
10.69	0.2452E-15
11.21	0.2686E-15
11.74	0.2935E-15
12.28	0.3200E-15
12.84	0.3484E-15
13.41	0.3778E-15
13.99	0.4093E-15
14.59	0.4438E-15
15.20	0.4794E-15
15.83	0.5170E-15
16.46	0.5551E-15
17.11	0.5969E-15
17.78	0.6409E-15
18.46	0.6873E-15
19.15	0.7360E-15
19.85	0.7883E-15
20.57	0.8420E-15
21.30	0.8982E-15
22.05	0.9572E-15
22.81	0.1019E-14
23.58	0.1084E-14
24.36	0.1149E-14
25.16	0.1219E-14
25.97	0.1293E-14
26.80	0.1370E-14
27.64	0.1450E-14
28.49	0.1533E-14
29.36	0.1620E-14
30.23	0.1710E-14
31.13	0.1812E-14
32.03	0.1910E-14
32.95	0.2011E-14
33.89	0.2116E-14
34.83	0.2224E-14
35.79	0.2336E-14
36.77	0.2452E-14
37.75	0.2572E-14
38.75	0.2695E-14
39.77	0.2799E-14
40.79	0.2929E-14
41.83	0.3063E-14
42.89	0.3201E-14
43.95	0.3342E-14
45.03	0.3488E-14
46.13	0.3637E-14
47.23	0.3790E-14
48.36	0.3947E-14
49.49	0.4125E-14
50.64	0.4289E-14
51.80	0.4458E-14
52.97	0.4629E-14
54.16	0.4805E-14
55.36	0.4983E-14
56.58	0.5165E-14
57.81	0.5350E-14
59.05	0.5539E-14
60.30	0.5730E-14
61.57	0.5925E-14
62.85	0.6143E-14
64.15	0.6344E-14
65.46	0.6548E-14
66.78	0.6755E-14
68.11	0.6966E-14
69.46	0.7179E-14
70.83	0.7396E-14
72.20	0.7616E-14
73.59	0.7839E-14
74.99	0.8066E-14
76.41	0.8296E-14
77.84	0.8489E-14
79.28	0.8726E-14
80.74	0.8966E-14
82.21	0.9211E-14
83.69	0.9460E-14
85.19	0.9713E-14
86.70	0.9970E-14
88.22	0.1023E-13
89.76	0.1050E-13
91.31	0.1077E-13
92.87	0.1105E-13
94.45	0.1133E-13
96.04	0.1162E-13
97.64	0.1191E-13
99.26	0.1221E-13
100.9	0.1252E-13
102.5	0.1283E-13
104.2	0.1315E-13
105.9	0.1348E-13
107.6	0.1381E-13
109.2	0.1415E-13
111.0	0.1450E-13
112.7	0.1485E-13
114.4	0.1522E-13
116.2	0.1559E-13
117.9	0.1597E-13
119.7	0.1638E-13
121.5	0.1677E-13
123.3	0.1718E-13
125.1	0.1759E-13
127.0	0.1801E-13
128.8	0.1844E-13
130.7	0.1889E-13
132.5	0.1934E-13
134.4	0.1980E-13
136.3	0.2027E-13
138.2	0.2075E-13
140.2	0.2124E-13
142.1	0.2174E-13
144.1	0.2226E-13
146.0	0.2274E-13
148.0	0.2327E-13
150.0	0.2382E-13
 
 
O2                                                              
E/N (Td)	Inelastic energy loss coefficient (eV m3/s)
1.000	0.2206E-16
1.007	0.2235E-16
1.027	0.2322E-16
1.060	0.2471E-16
1.107	0.2684E-16
1.168	0.2966E-16
1.242	0.3322E-16
1.329	0.3757E-16
1.430	0.4275E-16
1.544	0.4876E-16
1.671	0.5559E-16
1.812	0.6315E-16
1.966	0.7131E-16
2.134	0.7979E-16
2.315	0.8856E-16
2.510	0.9725E-16
2.718	0.1056E-15
2.940	0.1134E-15
3.174	0.1206E-15
3.423	0.1269E-15
3.685	0.1324E-15
3.960	0.1371E-15
4.248	0.1409E-15
4.550	0.1441E-15
4.866	0.1467E-15
5.195	0.1487E-15
5.537	0.1503E-15
5.893	0.1515E-15
6.262	0.1524E-15
6.644	0.1530E-15
7.040	0.1535E-15
7.450	0.1538E-15
7.872	0.1540E-15
8.309	0.1541E-15
8.758	0.1541E-15
9.221	0.1541E-15
9.698	0.1540E-15
10.19	0.1539E-15
10.69	0.1538E-15
11.21	0.1537E-15
11.74	0.1535E-15
12.28	0.1534E-15
12.84	0.1533E-15
13.41	0.1531E-15
13.99	0.1530E-15
14.59	0.1528E-15
15.20	0.1527E-15
15.83	0.1526E-15
16.46	0.1526E-15
17.11	0.1525E-15
17.78	0.1524E-15
18.46	0.1523E-15
19.15	0.1522E-15
19.85	0.1522E-15
20.57	0.1522E-15
21.30	0.1521E-15
22.05	0.1521E-15
22.81	0.1521E-15
23.58	0.1522E-15
24.36	0.1521E-15
25.16	0.1522E-15
25.97	0.1524E-15
26.80	0.1527E-15
27.64	0.1531E-15
28.49	0.1536E-15
29.36	0.1543E-15
30.23	0.1553E-15
31.13	0.1567E-15
32.03	0.1584E-15
32.95	0.1605E-15
33.89	0.1633E-15
34.83	0.1668E-15
35.79	0.1711E-15
36.77	0.1765E-15
37.75	0.1832E-15
38.75	0.1913E-15
39.77	0.2013E-15
40.79	0.2132E-15
41.83	0.2274E-15
42.89	0.2443E-15
43.95	0.2642E-15
45.03	0.2875E-15
46.13	0.3146E-15
47.23	0.3460E-15
48.36	0.3822E-15
49.49	0.4287E-15
50.64	0.4766E-15
51.80	0.5308E-15
52.97	0.5920E-15
54.16	0.6606E-15
55.36	0.7372E-15
56.58	0.8225E-15
57.81	0.9169E-15
59.05	0.1021E-14
60.30	0.1135E-14
61.57	0.1260E-14
62.85	0.1407E-14
64.15	0.1555E-14
65.46	0.1716E-14
66.78	0.1890E-14
68.11	0.2077E-14
69.46	0.2277E-14
70.83	0.2490E-14
72.20	0.2718E-14
73.59	0.2960E-14
74.99	0.3216E-14
76.41	0.3486E-14
77.84	0.3748E-14
79.28	0.4046E-14
80.74	0.4358E-14
82.21	0.4685E-14
83.69	0.5026E-14
85.19	0.5381E-14
86.70	0.5750E-14
88.22	0.6133E-14
89.76	0.6530E-14
91.31	0.6940E-14
92.87	0.7364E-14
94.45	0.7800E-14
96.04	0.8245E-14
97.64	0.8705E-14
99.26	0.9178E-14
100.9	0.9662E-14
102.5	0.1016E-13
104.2	0.1066E-13
105.9	0.1118E-13
107.6	0.1171E-13
109.2	0.1224E-13
111.0	0.1279E-13
112.7	0.1334E-13
114.4	0.1391E-13
116.2	0.1448E-13
117.9	0.1506E-13
119.7	0.1565E-13
121.5	0.1625E-13
123.3	0.1685E-13
125.1	0.1746E-13
127.0	0.1807E-13
128.8	0.1869E-13
130.7	0.1932E-13
132.5	0.1995E-13
134.4	0.2059E-13
136.3	0.2123E-13
138.2	0.2187E-13
140.2	0.2253E-13
142.1	0.2318E-13
144.1	0.2384E-13
146.0	0.2449E-13
148.0	0.2516E-13
150.0	0.2583E-13
 
 
